Instante,Posicao
1.373,0.021
1.379,0.021
1.39,0.021
1.398,0.021
1.408,0.021
1.418,0.021
1.43,0.021
1.446,0.021
1.447,0.021
1.465,0.022
1.468,0.022
1.478,0.022
1.495,0.022
1.498,0.022
1.511,0.022
1.518,0.022
1.566,0.024
1.567,0.024
1.567,0.024
1.568,0.024
1.568,0.024
1.595,0.025
1.596,0.025
1.597,0.025
1.611,0.025
1.618,0.025
1.637,0.025
1.638,0.025
1.648,0.025
1.658,0.026
1.668,0.026
1.678,0.026
1.694,0.026
1.698,0.026
1.709,0.026
1.718,0.026
1.742,0.027
1.743,0.027
1.766,0.027
1.767,0.027
1.767,0.027
1.779,0.027
1.791,0.027
1.798,0.027
1.808,0.028
1.818,0.028
1.845,0.028
1.846,0.028
1.847,0.028
1.863,0.029
1.868,0.029
1.88,0.029
1.891,0.029
1.898,0.029
1.908,0.029
1.918,0.029
1.931,0.029
1.959,0.03
1.96,0.03
1.96,0.03
1.968,0.03
1.979,0.03
1.996,0.03
1.996,0.03
2.008,0.03
2.021,0.031
2.053,0.031
2.054,0.031
2.054,0.031
2.058,0.031
2.067,0.032
2.078,0.032
2.094,0.032
2.098,0.032
2.108,0.032
2.118,0.032
2.143,0.033
2.145,0.033
2.15,0.033
2.164,0.033
2.168,0.033
2.179,0.033
2.192,0.033
2.198,0.033
2.209,0.033
2.218,0.033
2.232,0.034
2.245,0.034
2.259,0.034
2.259,0.034
2.268,0.034
2.278,0.034
2.29,0.034
2.298,0.034
2.308,0.034
2.318,0.034
2.33,0.034
2.35,0.035
2.351,0.035
2.381,0.161
2.382,0.165
2.382,0.165
2.392,0.208
2.398,0.233
2.425,0.347
2.426,0.352
2.427,0.356
2.438,0.403
2.448,0.445
2.46,0.496
2.468,0.53
2.478,0.573
2.491,0.629
2.498,0.659
2.509,0.706
2.518,0.744
2.568,0.96
2.57,0.968
2.571,0.973
2.571,0.973
2.572,0.977
2.599,1.094
2.599,1.094
2.6,1.098
2.612,1.151
2.618,1.177
2.639,1.268
2.64,1.272
2.649,1.312
2.661,1.364
2.668,1.395
2.678,1.439
2.69,1.491
2.698,1.526
2.713,1.592
2.721,1.627
2.75,1.755
2.751,1.76
2.751,1.76
2.773,1.857
2.775,1.866
2.78,1.888
2.789,1.928
2.802,1.986
2.828,2.102
2.829,2.106
2.829,2.106
2.844,2.173
2.848,2.191
2.858,2.236
2.868,2.281
2.878,2.326
2.894,2.398
2.898,2.416
2.908,2.461
2.919,2.51
2.946,2.633
2.947,2.637
2.949,2.646
2.96,2.696
2.968,2.732
2.979,2.782
2.991,2.837
2.998,2.869
3.008,2.914
3.021,2.974
3.05,3.106
3.051,3.111
3.052,3.116
3.063,3.166
3.068,3.189
3.079,3.24
3.094,3.309
3.098,3.327
3.11,3.383
3.118,3.419
3.153,3.582
3.154,3.586
3.155,3.591
3.159,3.609
3.168,3.651
3.178,3.698
3.194,3.772
3.198,3.791
3.208,3.838
3.218,3.884
3.245,4.011
3.246,4.016
3.247,4.02
3.26,4.081
3.268,4.119
3.278,4.166
3.295,4.246
3.298,4.26
3.312,4.326
3.318,4.355
3.328,4.402
3.396,4.726
3.397,4.73
3.398,4.735
3.398,4.735
3.399,4.74
3.399,4.74
3.399,4.74
3.416,4.821
3.417,4.826
3.428,4.879
3.455,5.008
3.456,5.013
3.457,5.018
3.47,5.08
3.479,5.124
3.494,5.196
3.498,5.215
3.511,5.278
3.518,5.312
3.55,5.467
3.551,5.472
3.552,5.477
3.608,5.75
3.609,5.755
3.609,5.755
3.61,5.76
3.61,5.76
3.611,5.765
3.618,5.799
3.628,5.848
3.666,6.035
3.669,6.049
3.669,6.049
3.67,6.054
3.682,6.113
3.69,6.153
3.698,6.192
3.708,6.242
3.718,6.291
3.733,6.365
3.742,6.41
3.773,6.564
3.773,6.564
3.773,6.564
3.783,6.614
3.794,6.669
3.799,6.694
3.808,6.739
3.818,6.789
3.834,6.869
3.836,6.879
3.865,7.025
3.866,7.03
3.866,7.03
3.879,7.095
3.895,7.176
3.899,7.196
3.911,7.257
3.918,7.292
3.929,7.348
3.94,7.404
3.96,7.505
3.969,7.551
3.97,7.556
3.99,7.658
3.991,7.663
3.998,7.699
4.008,7.75
4.018,7.801
4.055,7.99
4.058,8.006
4.063,8.031
4.063,8.031
4.07,8.067
4.078,8.109
4.09,8.17
4.098,8.212
4.109,8.268
4.118,8.315
4.132,8.387
4.139,8.424
4.158,8.522
4.158,8.522
4.168,8.574
4.178,8.626
4.19,8.688
4.198,8.73
4.21,8.793
4.218,8.835
4.229,8.892
4.255,9.028
4.256,9.033
4.262,9.065
4.268,9.096
4.284,9.18
4.289,9.207
4.298,9.254
4.318,9.36
4.319,9.365
4.334,9.444
4.354,9.55
4.355,9.555
4.376,9.667
4.377,9.672
4.377,9.672
4.401,9.8
4.401,9.8
4.408,9.837
4.418,9.89
4.445,10.034
4.445,10.034
4.45,10.061
4.461,10.12
4.468,10.157
4.478,10.211
4.495,10.302
4.498,10.318
4.508,10.372
4.518,10.426
4.595,10.842
4.596,10.848
4.597,10.853
4.597,10.853
4.598,10.859
4.598,10.859
4.599,10.864
4.599,10.864
4.61,10.924
4.618,10.968
4.628,11.022
4.663,11.213
4.664,11.218
4.664,11.218
4.672,11.262
4.679,11.3
4.694,11.383
4.698,11.405
4.708,11.459
4.718,11.514
4.744,11.658
4.747,11.674
4.748,11.68
4.78,11.856
4.78,11.856
4.781,11.862
4.789,11.906
4.798,11.956
4.809,12.017
4.818,12.067
4.831,12.139
4.846,12.222
4.846,12.222
4.868,12.345
4.869,12.351
4.878,12.401
4.894,12.49
4.898,12.513
4.911,12.585
4.918,12.625
4.929,12.686
4.97,12.917
4.97,12.917
4.971,12.922
4.971,12.922
4.978,12.962
4.996,13.064
4.996,13.064
5.008,13.131
5.019,13.194
5.041,13.318
5.041,13.318
5.057,13.409
5.058,13.415
5.072,13.494
5.078,13.529
5.094,13.62
5.098,13.642
5.108,13.7
5.118,13.757
5.155,13.968
5.156,13.974
5.156,13.974
5.157,13.98
5.168,14.043
5.179,14.106
5.188,14.158
5.198,14.216
5.208,14.273
5.218,14.331
5.236,14.435
5.237,14.441
5.248,14.504
5.274,14.655
5.275,14.661
5.278,14.678
5.29,14.748
5.298,14.794
5.308,14.852
5.318,14.911
5.349,15.091
5.349,15.091
5.35,15.097
5.383,15.29
5.385,15.302
5.387,15.314
5.39,15.331
5.407,15.431
5.408,15.437
5.418,15.496
5.428,15.555
5.453,15.702
5.454,15.708
5.462,15.755
5.468,15.79
5.484,15.885
5.489,15.914
5.498,15.968
5.511,16.045
5.518,16.086
5.549,16.271
5.55,16.276
5.55,16.276
5.61,16.635
5.611,16.641
5.612,16.646
5.612,16.646
5.613,16.652
5.613,16.652
5.624,16.718
5.632,16.766
5.656,16.91
5.657,16.916
5.657,16.916
5.668,16.982
5.683,17.073
5.699,17.169
5.7,17.175
5.711,17.242
5.718,17.284
5.752,17.49
5.753,17.496
5.754,17.502
5.789,17.714
5.79,17.72
5.79,17.72
5.791,17.727
5.799,17.775
5.808,17.83
5.818,17.891
5.832,17.976
5.848,18.074
5.849,18.08
5.865,18.178
5.871,18.215
5.878,18.258
5.894,18.356
5.898,18.38
5.908,18.442
5.918,18.503
5.943,18.657
5.944,18.664
5.955,18.731
5.967,18.806
5.97,18.824
5.979,18.88
5.989,18.942
5.999,19.004
6.011,19.078
6.03,19.196
6.031,19.202
6.047,19.302
6.047,19.302
6.082,19.52
6.082,19.52
6.083,19.526
6.09,19.57
6.099,19.626
6.109,19.688
6.118,19.745
6.145,19.914
6.146,19.92
6.146,19.92
6.17,20.071
6.171,20.077
6.178,20.121
6.19,20.197
6.198,20.247
6.208,20.31
6.218,20.374
6.261,20.646
6.262,20.652
6.263,20.658
6.263,20.658
6.268,20.69
6.278,20.754
6.291,20.836
6.298,20.881
6.313,20.976
6.318,21.008
6.329,21.078
6.385,21.436
6.386,21.442
6.387,21.449
6.387,21.449
6.388,21.455
6.388,21.455
6.412,21.609
6.413,21.616
6.419,21.654
6.429,21.718
6.465,21.95
6.466,21.957
6.466,21.957
6.467,21.963
6.491,22.118
6.491,22.118
6.498,22.163
6.509,22.235
6.518,22.293
6.541,22.442
6.542,22.449
6.609,22.885
6.609,22.885
6.61,22.891
6.61,22.891
6.611,22.898
6.611,22.898
6.612,22.904
6.62,22.957
6.628,23.009
6.638,23.074
6.654,23.179
6.665,23.251
6.673,23.304
6.684,23.376
6.691,23.422
6.698,23.468
