Instante,Posicao
3.89,5.326
3.901,5.343
3.91,5.356
3.92,5.371
3.939,5.399
3.946,5.409
3.957,5.426
3.963,5.434
3.97,5.445
3.986,5.469
3.99,5.474
4.0,5.489
4.01,5.504
4.02,5.519
4.038,5.545
4.043,5.553
4.056,5.572
4.081,5.609
4.082,5.611
4.082,5.611
4.095,5.63
4.1,5.637
4.11,5.652
4.12,5.667
4.139,5.695
4.14,5.696
4.155,5.719
4.16,5.726
4.173,5.745
4.183,5.76
4.19,5.77
4.201,5.787
4.21,5.8
4.232,5.832
4.234,5.835
4.249,5.858
4.25,5.859
4.262,5.877
4.29,5.918
4.291,5.92
4.291,5.92
4.301,5.934
4.31,5.948
4.32,5.963
4.342,5.995
4.343,5.997
4.36,6.022
4.361,6.023
4.37,6.037
4.384,6.057
4.39,6.066
4.401,6.082
4.41,6.096
4.42,6.111
4.437,6.136
4.456,6.164
4.457,6.165
4.462,6.173
4.47,6.184
4.481,6.201
4.49,6.214
4.5,6.229
4.51,6.244
4.521,6.26
4.547,6.298
4.548,6.3
4.556,6.312
4.56,6.318
4.571,6.334
4.586,6.356
4.59,6.362
4.6,6.377
4.61,6.392
4.62,6.406
4.641,6.437
4.643,6.44
4.659,6.464
4.66,6.466
4.67,6.48
4.687,6.505
4.69,6.51
4.702,6.528
4.71,6.54
4.72,6.554
4.741,6.585
4.741,6.585
4.767,6.624
4.768,6.625
4.774,6.634
4.782,6.646
4.79,6.658
4.801,6.674
4.81,6.687
4.82,6.702
4.839,6.73
4.84,6.732
4.851,6.748
4.86,6.761
4.871,6.778
4.886,6.8
4.89,6.806
4.9,6.821
4.91,6.835
4.92,6.85
4.939,6.878
4.94,6.88
4.963,6.914
4.964,6.915
4.97,6.924
4.982,6.942
4.99,6.954
5.0,6.969
5.01,6.983
5.02,6.998
5.043,7.032
5.044,7.034
5.073,7.076
5.074,7.078
5.075,7.079
5.084,7.093
5.09,7.102
5.102,7.119
5.11,7.131
5.12,7.146
5.14,7.176
5.141,7.177
5.155,7.198
5.16,7.205
5.174,7.226
5.184,7.241
5.19,7.25
5.2,7.264
5.21,7.279
5.232,7.312
5.233,7.313
5.248,7.335
5.252,7.341
5.26,7.353
5.277,7.378
5.281,7.384
5.29,7.398
5.3,7.412
5.31,7.427
5.32,7.442
5.338,7.469
5.342,7.474
5.356,7.495
5.36,7.501
5.37,7.516
5.382,7.534
5.39,7.545
5.401,7.562
5.41,7.575
5.42,7.59
5.44,7.619
5.441,7.621
5.458,7.646
5.465,7.656
5.478,7.676
5.483,7.683
5.49,7.693
5.5,7.708
5.51,7.723
5.52,7.738
5.542,7.77
5.543,7.772
5.561,7.798
5.562,7.8
5.57,7.812
5.581,7.828
5.59,7.841
5.6,7.856
5.61,7.871
5.62,7.886
5.648,7.927
5.658,7.942
5.659,7.943
5.66,7.945
5.671,7.961
5.682,7.977
5.69,7.989
5.7,8.004
5.71,8.019
5.72,8.034
5.741,8.065
5.742,8.066
5.759,8.091
5.76,8.093
5.77,8.108
5.785,8.13
5.79,8.137
5.801,8.153
5.81,8.167
5.82,8.182
5.84,8.211
5.84,8.211
5.863,8.245
5.864,8.247
5.87,8.255
5.882,8.273
5.89,8.285
5.9,8.3
5.91,8.315
5.92,8.329
5.946,8.368
5.946,8.368
5.952,8.377
5.96,8.389
5.971,8.405
5.982,8.421
5.99,8.433
6.0,8.448
6.01,8.463
6.02,8.477
6.04,8.507
6.041,8.508
6.053,8.526
6.083,8.571
6.084,8.572
6.084,8.572
6.098,8.593
6.1,8.596
6.11,8.611
6.122,8.628
6.132,8.643
6.14,8.655
6.158,8.682
6.169,8.698
6.182,8.717
6.182,8.717
6.191,8.73
6.203,8.748
6.21,8.758
6.233,8.792
6.234,8.794
6.244,8.809
6.27,8.847
6.271,8.849
6.271,8.849
6.29,8.877
6.29,8.877
6.3,8.892
6.31,8.906
6.32,8.921
6.346,8.96
6.346,8.96
6.351,8.967
6.36,8.98
6.37,8.995
6.385,9.017
6.39,9.025
6.4,9.04
6.41,9.054
6.42,9.069
6.438,9.096
6.441,9.1
6.462,9.131
6.463,9.133
6.478,9.155
6.486,9.167
6.494,9.179
6.5,9.187
6.51,9.202
6.52,9.217
6.546,9.255
6.547,9.257
6.551,9.263
6.56,9.276
6.57,9.291
6.582,9.309
6.59,9.321
6.601,9.337
6.61,9.35
6.62,9.365
6.654,9.415
6.655,9.417
6.655,9.417
6.666,9.433
6.676,9.448
6.688,9.466
6.693,9.473
6.703,9.488
6.71,9.498
6.722,9.516
6.761,9.574
6.761,9.574
6.762,9.575
6.762,9.575
6.772,9.59
6.782,9.605
6.79,9.616
6.8,9.631
6.81,9.646
6.82,9.661
6.841,9.692
6.841,9.692
6.874,9.741
6.874,9.741
6.875,9.742
6.882,9.753
6.891,9.766
6.9,9.779
6.91,9.794
6.92,9.809
6.936,9.832
6.94,9.838
6.959,9.866
6.96,9.868
6.988,9.909
6.989,9.911
6.994,9.918
7.0,9.927
7.01,9.942
7.02,9.957
7.031,9.973
7.04,9.986
7.051,10.003
7.075,10.038
7.076,10.04
7.095,10.068
7.095,10.068
7.11,10.09
7.11,10.09
7.122,10.108
7.132,10.122
7.14,10.134
7.171,10.18
7.176,10.187
7.186,10.202
7.186,10.202
7.194,10.214
7.2,10.223
7.21,10.238
7.238,10.279
7.24,10.282
7.241,10.284
7.252,10.3
7.261,10.313
7.274,10.332
7.285,10.349
7.29,10.356
7.3,10.371
7.313,10.39
7.32,10.4
7.332,10.418
