Instante,Posicao
2.201,2.825
2.212,2.84
2.221,2.851
2.232,2.865
2.242,2.878
2.251,2.89
2.268,2.911
2.269,2.913
2.301,2.954
2.302,2.955
2.302,2.955
2.311,2.967
2.321,2.979
2.331,2.992
2.341,3.005
2.373,3.046
2.373,3.046
2.374,3.047
2.381,3.056
2.397,3.077
2.401,3.082
2.412,3.096
2.421,3.108
2.432,3.122
2.471,3.172
2.471,3.172
2.478,3.181
2.479,3.182
2.48,3.184
2.493,3.2
2.501,3.211
2.512,3.225
2.521,3.236
2.532,3.25
2.57,3.299
2.57,3.299
2.571,3.3
2.571,3.3
2.595,3.331
2.596,3.332
2.602,3.34
2.611,3.352
2.621,3.365
2.631,3.377
2.654,3.407
2.654,3.407
2.661,3.416
2.678,3.438
2.681,3.442
2.691,3.454
2.701,3.467
2.711,3.48
2.721,3.493
2.732,3.507
2.809,3.606
2.81,3.607
2.81,3.607
2.811,3.608
2.811,3.608
2.812,3.61
2.812,3.61
2.812,3.61
2.821,3.621
2.831,3.634
2.841,3.647
2.87,3.684
2.872,3.687
2.873,3.688
2.882,3.7
2.896,3.718
2.901,3.724
2.912,3.738
2.921,3.75
2.931,3.763
2.965,3.806
2.966,3.807
2.966,3.807
2.971,3.814
2.987,3.834
3.003,3.855
3.004,3.856
3.018,3.874
3.021,3.878
3.033,3.893
3.049,3.914
3.05,3.915
3.071,3.942
3.071,3.942
3.098,3.977
3.112,3.995
3.113,3.996
3.114,3.997
3.125,4.012
3.131,4.019
3.147,4.04
3.151,4.045
3.182,4.085
3.183,4.086
3.183,4.086
3.192,4.098
3.201,4.109
3.211,4.122
3.221,4.135
3.231,4.148
3.269,4.196
3.27,4.198
3.27,4.198
3.271,4.199
3.281,4.212
3.297,4.232
3.301,4.237
3.311,4.25
3.321,4.263
3.332,4.277
3.356,4.308
3.357,4.309
3.368,4.323
3.371,4.327
3.385,4.345
3.391,4.353
3.401,4.366
3.412,4.38
3.421,4.392
3.431,4.404
3.474,4.46
3.475,4.461
3.475,4.461
3.475,4.461
3.481,4.469
3.491,4.481
3.501,4.494
3.511,4.507
3.521,4.52
3.531,4.533
3.591,4.61
3.592,4.611
3.593,4.612
3.593,4.612
3.594,4.614
3.595,4.615
3.602,4.624
3.611,4.635
3.621,4.648
3.631,4.661
3.653,4.689
3.654,4.691
3.686,4.732
3.686,4.732
3.687,4.733
3.693,4.741
3.701,4.751
3.711,4.764
3.721,4.777
3.731,4.789
3.807,4.887
3.807,4.887
3.808,4.888
3.808,4.888
3.809,4.89
3.809,4.89
3.81,4.891
3.81,4.891
3.822,4.906
3.831,4.918
3.862,4.958
3.863,4.959
3.863,4.959
3.873,4.972
3.886,4.988
3.893,4.997
3.901,5.008
3.912,5.021
3.921,5.033
3.931,5.046
3.967,5.091
3.969,5.094
3.97,5.095
3.97,5.095
3.981,5.109
3.993,5.124
4.001,5.134
4.012,5.148
4.021,5.159
4.031,5.172
4.057,5.205
4.069,5.22
4.07,5.221
4.071,5.223
4.092,5.249
4.102,5.262
4.102,5.262
4.112,5.275
4.121,5.286
4.131,5.299
4.168,5.346
4.169,5.347
4.17,5.348
4.171,5.349
4.186,5.368
4.195,5.38
4.201,5.387
4.211,5.4
4.221,5.413
4.231,5.425
4.275,5.481
4.276,5.482
4.276,5.482
4.277,5.484
4.281,5.489
4.293,5.504
4.301,5.514
4.312,5.528
4.321,5.539
4.331,5.552
4.374,5.606
4.378,5.611
4.379,5.613
4.38,5.614
4.381,5.615
4.395,5.633
4.401,5.64
4.416,5.659
4.421,5.666
4.431,5.678
4.458,5.713
4.458,5.713
4.466,5.723
4.471,5.729
4.491,5.754
4.492,5.756
4.501,5.767
4.513,5.782
4.521,5.792
4.531,5.805
4.568,5.852
4.569,5.853
4.57,5.854
4.57,5.854
4.586,5.875
4.592,5.882
4.601,5.894
4.611,5.906
4.621,5.919
4.639,5.942
4.64,5.943
4.672,5.984
4.672,5.984
4.673,5.985
4.681,5.995
4.693,6.01
4.701,6.02
4.711,6.033
4.721,6.046
4.732,6.059
4.818,6.168
4.819,6.17
4.82,6.171
4.82,6.171
4.82,6.171
4.821,6.172
4.821,6.172
4.822,6.173
4.822,6.173
4.831,6.185
4.858,6.219
4.859,6.22
4.86,6.221
4.871,6.235
4.893,6.263
4.894,6.265
4.901,6.273
4.911,6.286
4.921,6.299
4.931,6.311
4.959,6.347
4.96,6.348
4.96,6.348
4.973,6.365
4.999,6.397
5.0,6.399
5.0,6.399
5.011,6.413
5.021,6.425
5.031,6.438
5.076,6.495
5.077,6.496
5.077,6.496
5.078,6.497
5.093,6.516
5.104,6.53
5.105,6.532
5.118,6.548
5.121,6.552
5.131,6.565
5.147,6.585
5.151,6.59
5.181,6.628
5.181,6.628
5.182,6.629
5.207,6.661
5.208,6.662
5.211,6.666
5.221,6.678
5.231,6.691
5.247,6.711
5.252,6.718
5.266,6.735
5.271,6.742
5.303,6.782
5.304,6.784
5.304,6.784
5.327,6.813
5.328,6.814
5.331,6.818
5.344,6.834
5.351,6.843
5.361,6.856
5.371,6.868
5.388,6.89
5.433,6.947
5.434,6.948
5.434,6.948
5.435,6.949
5.435,6.949
5.441,6.957
5.451,6.97
5.49,7.019
5.491,7.02
5.491,7.02
5.492,7.021
5.501,7.033
5.511,7.046
5.521,7.058
5.531,7.071
5.552,7.097
5.559,7.106
5.561,7.109
5.585,7.139
5.585,7.139
5.617,7.18
5.618,7.181
5.618,7.181
5.621,7.185
5.645,7.215
5.646,7.216
5.651,7.223
5.661,7.235
5.671,7.248
5.686,7.267
5.728,7.32
5.729,7.321
5.729,7.321
5.73,7.323
5.73,7.323
5.767,7.37
5.768,7.371
5.769,7.372
5.771,7.375
5.803,7.415
5.803,7.415
5.804,7.416
5.831,7.451
5.831,7.451
5.832,7.452
5.854,7.48
5.856,7.482
5.869,7.499
5.871,7.501
5.9,7.538
5.901,7.539
5.902,7.54
5.926,7.571
5.926,7.571
5.931,7.577
5.946,7.596
5.951,7.602
5.962,7.616
5.971,7.628
6.004,7.67
6.005,7.671
6.005,7.671
6.022,7.692
6.023,7.694
6.031,7.704
6.047,7.724
6.051,7.729
6.061,7.742
6.071,7.754
6.092,7.781
6.109,7.802
6.11,7.804
6.11,7.804
6.135,7.835
6.136,7.837
6.147,7.851
6.151,7.856
6.163,7.871
6.171,7.881
6.197,7.914
6.198,7.915
6.201,7.919
6.226,7.951
6.227,7.952
6.231,7.957
6.243,7.972
6.251,7.982
6.261,7.995
6.271,8.008
6.304,8.049
6.304,8.049
6.305,8.051
6.324,8.075
6.324,8.075
6.331,8.084
6.343,8.099
6.351,8.109
6.361,8.121
6.371,8.134
6.404,8.176
6.405,8.177
6.405,8.177
6.424,8.201
6.425,8.202
6.431,8.21
6.446,8.229
6.451,8.235
6.461,8.248
6.471,8.261
6.503,8.301
6.504,8.302
6.504,8.302
6.527,8.332
6.528,8.333
6.531,8.337
6.545,8.354
6.551,8.362
6.564,8.378
6.586,8.406
6.587,8.408
6.619,8.448
6.62,8.449
6.62,8.449
6.621,8.451
6.647,8.484
6.648,8.485
6.651,8.489
6.665,8.506
6.671,8.514
6.705,8.557
6.706,8.558
6.706,8.558
6.711,8.565
6.721,8.577
6.731,8.59
6.758,8.624
6.759,8.625
6.76,8.627
6.773,8.643
6.809,8.689
6.81,8.69
6.81,8.69
6.811,8.691
6.831,8.716
6.832,8.718
6.876,8.773
6.877,8.775
6.877,8.775
6.878,8.776
6.881,8.78
6.897,8.8
6.901,8.805
6.934,8.847
6.934,8.847
6.935,8.848
6.953,8.871
6.954,8.872
6.964,8.885
6.971,8.894
7.008,8.94
7.009,8.942
7.01,8.943
7.01,8.943
7.021,8.957
7.031,8.97
7.043,8.985
7.051,8.995
7.061,9.008
7.071,9.02
7.09,9.044
7.111,9.071
7.111,9.071
7.112,9.072
7.136,9.102
7.137,9.104
7.144,9.113
7.151,9.121
7.162,9.135
7.171,9.147
7.2,9.184
7.202,9.186
7.203,9.187
7.227,9.218
7.227,9.218
7.231,9.223
7.243,9.238
7.251,9.248
7.261,9.261
7.271,9.273
7.289,9.296
7.29,9.297
7.303,9.314
7.327,9.344
7.328,9.346
7.331,9.349
7.344,9.366
7.351,9.375
7.362,9.389
7.371,9.4
7.405,9.443
7.406,9.444
7.406,9.444
7.412,9.452
7.421,9.463
7.432,9.477
7.443,9.491
7.451,9.501
7.461,9.514
7.471,9.527
7.511,9.577
7.511,9.577
7.512,9.578
7.513,9.58
7.521,9.59
7.531,9.602
7.546,9.621
7.551,9.628
7.561,9.64
7.582,9.667
7.583,9.668
7.63,9.728
7.63,9.728
7.631,9.729
7.632,9.73
7.632,9.73
7.643,9.744
7.651,9.754
7.661,9.767
7.671,9.78
7.704,9.821
7.704,9.821
7.705,9.823
7.727,9.851
7.727,9.851
7.731,9.856
7.761,9.894
7.762,9.895
7.763,9.896
7.771,9.906
7.801,9.944
7.802,9.946
7.802,9.946
7.831,9.982
7.832,9.984
7.832,9.984
7.85,10.006
7.851,10.008
7.861,10.02
7.871,10.033
7.902,10.072
7.902,10.072
7.905,10.076
7.923,10.099
7.923,10.099
7.931,10.109
7.943,10.124
7.951,10.134
7.961,10.147
7.971,10.159
8.003,10.2
8.003,10.2
8.004,10.201
8.026,10.229
8.027,10.23
8.031,10.235
8.044,10.252
8.051,10.261
8.061,10.273
8.071,10.286
8.086,10.305
8.115,10.342
8.115,10.342
8.125,10.354
8.126,10.356
8.142,10.376
8.143,10.377
8.151,10.387
8.161,10.4
8.171,10.413
8.187,10.433
8.195,10.443
8.229,10.486
8.23,10.487
8.23,10.487
8.231,10.489
8.248,10.51
8.251,10.514
8.261,10.527
8.271,10.539
8.304,10.581
8.305,10.582
8.306,10.584
8.34,10.627
8.34,10.627
8.341,10.628
8.341,10.628
8.351,10.64
8.361,10.653
8.371,10.666
8.402,10.705
8.403,10.706
8.404,10.708
8.411,10.716
8.428,10.738
8.431,10.742
8.443,10.757
8.451,10.767
8.462,10.781
8.471,10.792
8.505,10.835
8.506,10.837
8.506,10.837
8.513,10.846
8.525,10.861
8.531,10.868
8.543,10.884
8.551,10.894
8.561,10.906
8.583,10.934
8.584,10.935
8.621,10.982
8.622,10.984
8.622,10.984
8.623,10.985
8.645,11.013
8.649,11.018
8.65,11.019
8.669,11.043
8.677,11.053
8.681,11.058
8.704,11.087
8.708,11.092
8.733,11.124
8.734,11.125
8.734,11.125
8.76,11.158
8.761,11.159
8.761,11.159
8.771,11.172
8.794,11.201
8.795,11.202
8.817,11.23
8.818,11.232
8.821,11.235
8.858,11.282
8.86,11.285
8.861,11.286
8.861,11.286
8.871,11.299
8.881,11.311
8.904,11.34
8.905,11.342
8.934,11.378
8.935,11.38
8.935,11.38
8.947,11.395
8.951,11.4
8.964,11.416
8.971,11.425
8.981,11.438
9.012,11.477
9.013,11.478
9.013,11.478
9.021,11.489
9.037,11.509
9.043,11.516
9.051,11.527
9.062,11.54
9.071,11.552
