Instante,Posicao
3.326,5.038
3.34,5.055
3.346,5.062
3.356,5.075
3.366,5.087
3.38,5.104
3.4,5.129
3.401,5.13
3.415,5.148
3.417,5.15
3.427,5.163
3.439,5.177
3.446,5.186
3.456,5.198
3.466,5.211
3.48,5.228
3.499,5.252
3.499,5.252
3.517,5.274
3.517,5.274
3.53,5.29
3.546,5.31
3.546,5.31
3.566,5.334
3.568,5.337
3.576,5.347
3.612,5.391
3.613,5.392
3.613,5.392
3.616,5.396
3.627,5.41
3.641,5.427
3.646,5.433
3.656,5.446
3.666,5.458
3.681,5.477
3.705,5.506
3.705,5.506
3.706,5.507
3.716,5.52
3.727,5.533
3.74,5.549
3.746,5.557
3.756,5.569
3.766,5.582
3.784,5.604
3.791,5.612
3.796,5.619
3.807,5.632
3.816,5.643
3.826,5.656
3.837,5.669
3.846,5.68
3.856,5.693
3.866,5.705
3.893,5.739
3.894,5.74
3.896,5.742
3.907,5.756
3.916,5.767
3.926,5.779
3.942,5.799
3.946,5.804
3.956,5.816
3.966,5.829
3.994,5.863
3.994,5.863
3.996,5.866
4.006,5.878
4.016,5.891
4.026,5.903
4.037,5.917
4.046,5.928
4.057,5.941
4.066,5.952
4.094,5.987
4.095,5.988
4.096,5.989
4.107,6.003
4.116,6.014
4.126,6.027
4.142,6.046
4.146,6.051
4.156,6.064
4.166,6.076
4.194,6.111
4.196,6.113
4.196,6.113
4.207,6.127
4.216,6.138
4.226,6.15
4.241,6.169
4.246,6.175
4.256,6.187
4.266,6.2
4.297,6.238
4.297,6.238
4.298,6.239
4.307,6.25
4.316,6.261
4.326,6.274
4.341,6.292
4.346,6.299
4.356,6.311
4.366,6.323
4.394,6.358
4.409,6.376
4.409,6.376
4.41,6.378
4.424,6.395
4.426,6.397
4.441,6.416
4.446,6.422
4.456,6.434
4.466,6.447
4.482,6.467
4.492,6.479
4.506,6.496
4.507,6.498
4.516,6.509
4.526,6.521
4.54,6.538
4.546,6.546
4.556,6.558
4.566,6.57
4.591,6.601
4.592,6.603
4.596,6.608
4.607,6.621
4.616,6.632
4.626,6.645
4.637,6.658
4.646,6.669
4.658,6.684
4.668,6.697
4.676,6.706
4.706,6.744
4.707,6.745
4.707,6.745
4.717,6.757
4.727,6.769
4.741,6.787
4.746,6.793
4.757,6.807
4.766,6.818
4.791,6.849
4.792,6.85
4.796,6.855
4.807,6.868
4.816,6.879
4.827,6.893
4.84,6.909
4.846,6.917
4.857,6.93
4.866,6.941
4.893,6.975
4.894,6.976
4.896,6.978
4.907,6.992
4.916,7.003
4.926,7.015
4.941,7.034
4.946,7.04
4.956,7.053
4.966,7.065
4.994,7.099
4.995,7.101
4.999,7.106
5.007,7.116
5.016,7.127
5.026,7.139
5.037,7.153
5.046,7.164
5.056,7.176
5.066,7.188
5.088,7.216
5.089,7.217
5.098,7.228
5.109,7.242
5.116,7.25
5.126,7.263
5.137,7.276
5.146,7.287
5.156,7.3
5.166,7.312
5.182,7.332
5.211,7.368
5.212,7.369
5.213,7.37
5.216,7.374
5.227,7.388
5.237,7.4
5.246,7.411
5.257,7.425
5.266,7.436
5.293,7.469
5.294,7.47
5.296,7.473
5.308,7.488
5.316,7.498
5.326,7.51
5.341,7.528
5.346,7.535
5.356,7.547
5.366,7.559
5.397,7.598
5.409,7.612
5.409,7.612
5.41,7.614
5.432,7.641
5.432,7.641
5.437,7.647
5.446,7.658
5.456,7.671
5.466,7.683
5.481,7.701
5.495,7.719
5.504,7.73
5.514,7.742
5.516,7.745
5.526,7.757
5.54,7.774
5.546,7.782
5.556,7.794
5.566,7.807
5.59,7.836
5.591,7.837
5.596,7.844
5.607,7.857
5.618,7.871
5.627,7.882
5.641,7.899
5.646,7.905
5.657,7.919
5.666,7.93
5.694,7.965
5.694,7.965
5.696,7.967
5.706,7.98
5.716,7.992
5.726,8.004
5.737,8.018
5.746,8.029
5.757,8.043
5.767,8.055
5.782,8.074
5.806,8.103
5.807,8.104
5.808,8.106
5.816,8.116
5.826,8.128
5.842,8.148
5.846,8.153
5.857,8.166
5.868,8.18
5.885,8.201
5.887,8.203
5.9,8.219
5.91,8.232
5.918,8.242
5.927,8.253
5.94,8.269
5.947,8.277
5.964,8.299
5.967,8.302
5.976,8.313
6.006,8.35
6.007,8.352
6.008,8.353
6.016,8.363
6.027,8.376
6.039,8.391
6.046,8.4
6.056,8.412
6.066,8.425
6.091,8.455
6.091,8.455
6.096,8.462
6.107,8.475
6.116,8.486
6.127,8.5
6.137,8.512
6.146,8.523
6.157,8.537
6.167,8.549
6.199,8.589
6.2,8.59
6.201,8.591
6.207,8.599
6.216,8.61
6.227,8.624
6.237,8.636
6.246,8.647
6.256,8.659
6.267,8.673
6.282,8.692
6.31,8.726
6.311,8.727
6.311,8.727
6.318,8.736
6.327,8.747
6.342,8.766
6.346,8.771
6.356,8.783
6.367,8.797
6.385,8.819
6.397,8.834
6.398,8.835
6.424,8.867
6.426,8.87
6.427,8.871
6.438,8.884
6.446,8.894
6.456,8.907
6.466,8.919
6.494,8.954
6.497,8.957
6.498,8.959
6.507,8.97
6.516,8.981
6.526,8.993
6.536,9.006
6.546,9.018
6.556,9.03
6.566,9.043
6.585,9.066
6.601,9.086
6.601,9.086
6.606,9.092
6.616,9.104
6.626,9.117
6.637,9.13
6.646,9.142
6.656,9.154
6.683,9.187
6.684,9.188
6.686,9.191
6.696,9.203
6.707,9.217
6.716,9.228
6.726,9.24
6.736,9.253
6.747,9.266
6.757,9.279
6.767,9.291
6.776,9.302
6.801,9.333
6.802,9.334
6.808,9.342
6.817,9.353
6.827,9.365
6.837,9.378
6.846,9.389
6.857,9.402
6.867,9.415
6.876,9.426
6.914,9.473
6.914,9.473
6.915,9.474
6.917,9.477
6.927,9.489
6.937,9.501
6.946,9.512
6.957,9.526
6.966,9.537
6.976,9.549
6.999,9.578
7.0,9.579
7.029,9.615
7.029,9.615
7.03,9.616
7.038,9.626
7.046,9.636
7.057,9.65
7.066,9.661
7.076,9.673
7.097,9.699
7.098,9.7
7.123,9.731
7.124,9.732
7.126,9.735
7.142,9.755
7.146,9.76
7.157,9.773
7.166,9.784
7.176,9.797
7.197,9.823
7.198,9.824
7.225,9.857
7.226,9.858
7.226,9.858
7.238,9.873
7.246,9.883
7.257,9.897
7.267,9.909
7.276,9.92
7.309,9.961
7.31,9.962
7.31,9.962
7.316,9.97
7.327,9.983
7.337,9.996
7.346,10.007
7.356,10.019
7.366,10.032
7.377,10.045
7.398,10.071
7.398,10.071
7.422,10.101
7.423,10.102
7.427,10.107
7.447,10.132
7.448,10.133
7.457,10.144
7.468,10.158
7.476,10.167
7.509,10.208
7.51,10.21
7.51,10.21
7.516,10.217
7.526,10.229
7.536,10.242
7.546,10.254
7.557,10.268
7.566,10.279
7.577,10.292
7.605,10.327
7.609,10.332
7.609,10.332
7.616,10.341
7.627,10.354
