Instante,Posicao
1.572,0.019
1.582,0.019
1.592,0.019
1.625,0.02
1.625,0.02
1.626,0.02
1.634,0.02
1.643,0.02
1.653,0.02
1.669,0.02
1.672,0.02
1.687,0.02
1.692,0.02
1.703,0.021
1.733,0.021
1.734,0.021
1.734,0.021
1.742,0.021
1.752,0.021
1.768,0.022
1.786,0.022
1.787,0.022
1.798,0.022
1.802,0.022
1.814,0.022
1.822,0.022
1.849,0.023
1.85,0.023
1.853,0.023
1.862,0.023
1.872,0.023
1.885,0.023
1.895,0.023
1.902,0.023
1.912,0.023
1.922,0.023
1.951,0.024
1.951,0.024
1.952,0.024
2.003,0.026
2.003,0.026
2.004,0.026
2.004,0.026
2.004,0.026
2.016,0.026
2.022,0.026
2.032,0.026
2.042,0.026
2.063,0.026
2.063,0.026
2.072,0.027
2.082,0.027
2.092,0.027
2.123,0.027
2.124,0.027
2.124,0.027
2.133,0.027
2.142,0.028
2.161,0.028
2.161,0.028
2.173,0.028
2.182,0.028
2.192,0.028
2.202,0.028
2.232,0.029
2.234,0.029
2.235,0.029
2.243,0.029
2.253,0.029
2.262,0.029
2.272,0.029
2.282,0.029
2.292,0.029
2.302,0.029
2.313,0.029
2.337,0.03
2.338,0.03
2.342,0.03
2.352,0.03
2.364,0.03
2.378,0.03
2.386,0.03
2.392,0.03
2.402,0.03
2.433,0.031
2.433,0.031
2.434,0.031
2.442,0.031
2.452,0.031
2.463,0.031
2.472,0.031
2.482,0.031
2.492,0.032
2.502,0.032
2.535,0.032
2.54,0.032
2.541,0.032
2.541,0.032
2.572,0.154
2.573,0.158
2.573,0.158
2.585,0.206
2.592,0.233
2.602,0.273
2.623,0.357
2.624,0.361
2.643,0.437
2.644,0.441
2.652,0.473
2.664,0.522
2.672,0.554
2.682,0.595
2.692,0.635
2.707,0.697
2.739,0.829
2.74,0.833
2.741,0.838
2.741,0.838
2.752,0.883
2.762,0.925
2.793,1.055
2.793,1.055
2.802,1.093
2.803,1.097
2.82,1.169
2.821,1.174
2.855,1.32
2.856,1.324
2.856,1.324
2.866,1.367
2.872,1.393
2.882,1.436
2.892,1.479
2.917,1.588
2.918,1.592
2.921,1.605
2.934,1.662
2.967,1.808
2.967,1.808
2.967,1.808
2.974,1.839
2.997,1.942
2.998,1.946
3.002,1.964
3.012,2.009
3.022,2.054
3.053,2.194
3.053,2.194
3.053,2.194
3.062,2.235
3.073,2.285
3.084,2.335
3.092,2.372
3.102,2.418
3.142,2.604
3.142,2.604
3.144,2.613
3.144,2.613
3.17,2.735
3.171,2.74
3.171,2.74
3.182,2.791
3.192,2.838
3.204,2.895
3.212,2.932
3.238,3.056
3.241,3.071
3.241,3.071
3.262,3.171
3.263,3.176
3.272,3.219
3.283,3.272
3.292,3.315
3.302,3.364
3.323,3.466
3.323,3.466
3.352,3.608
3.354,3.618
3.354,3.618
3.365,3.672
3.372,3.707
3.386,3.776
3.392,3.805
3.403,3.86
3.439,4.041
3.44,4.046
3.44,4.046
3.441,4.051
3.459,4.141
3.461,4.152
3.472,4.207
3.482,4.258
3.492,4.308
3.502,4.359
3.531,4.508
3.531,4.508
3.532,4.513
3.542,4.564
3.565,4.683
3.566,4.689
3.572,4.72
3.583,4.777
3.592,4.823
3.602,4.875
3.635,5.049
3.636,5.054
3.636,5.054
3.642,5.086
3.664,5.202
3.665,5.208
3.673,5.25
3.683,5.303
3.692,5.351
3.703,5.41
3.713,5.463
3.728,5.544
3.743,5.625
3.744,5.63
3.752,5.673
3.773,5.787
3.774,5.793
3.845,6.187
3.846,6.192
3.846,6.192
3.847,6.198
3.847,6.198
3.848,6.203
3.848,6.203
3.872,6.337
3.872,6.337
3.873,6.342
3.882,6.392
3.895,6.465
3.902,6.504
3.924,6.627
3.924,6.627
3.938,6.706
3.969,6.882
3.969,6.882
3.97,6.888
3.971,6.894
3.995,7.031
3.996,7.036
4.025,7.203
4.026,7.209
4.027,7.215
4.035,7.261
4.042,7.301
4.053,7.364
4.093,7.598
4.094,7.604
4.098,7.627
4.099,7.633
4.104,7.662
4.113,7.715
4.123,7.773
4.133,7.832
4.143,7.891
4.155,7.962
4.18,8.11
4.181,8.116
4.181,8.116
4.192,8.182
4.202,8.241
4.213,8.307
4.222,8.361
4.232,8.421
4.242,8.481
4.259,8.583
4.266,8.626
4.282,8.723
4.283,8.729
4.296,8.808
4.303,8.85
4.315,8.923
4.322,8.966
4.333,9.034
4.342,9.089
4.38,9.324
4.382,9.337
4.382,9.337
4.383,9.343
4.392,9.399
4.402,9.461
4.418,9.56
4.422,9.585
4.432,9.648
4.442,9.71
4.46,9.823
4.465,9.855
4.472,9.899
4.483,9.968
4.492,10.025
4.502,10.089
4.514,10.165
4.522,10.216
4.532,10.279
4.542,10.343
4.567,10.504
4.568,10.51
4.577,10.568
4.583,10.607
4.592,10.665
4.602,10.729
4.614,10.807
4.622,10.859
4.632,10.924
4.642,10.989
4.676,11.212
4.677,11.219
4.677,11.219
4.688,11.291
4.692,11.317
4.702,11.383
4.714,11.462
4.722,11.515
4.732,11.581
4.742,11.648
4.767,11.814
4.768,11.821
4.781,11.908
4.782,11.915
4.801,12.042
4.802,12.049
4.82,12.17
4.821,12.177
4.834,12.265
4.842,12.319
4.852,12.386
4.877,12.557
4.878,12.563
4.887,12.625
4.896,12.686
4.915,12.816
4.915,12.816
4.922,12.864
4.932,12.933
4.963,13.148
4.964,13.155
4.965,13.162
5.02,13.547
5.02,13.547
5.021,13.554
5.021,13.554
5.022,13.561
5.022,13.561
5.032,13.631
5.042,13.701
5.056,13.799
5.085,14.005
5.086,14.012
5.086,14.012
5.092,14.054
5.102,14.125
5.114,14.21
5.122,14.267
5.132,14.338
5.142,14.409
5.174,14.639
5.175,14.647
5.175,14.647
5.199,14.82
5.2,14.827
5.201,14.834
5.215,14.935
5.222,14.986
5.232,15.058
5.242,15.131
5.252,15.204
5.298,15.542
5.3,15.556
5.301,15.564
5.301,15.564
5.302,15.571
5.314,15.659
5.322,15.718
5.334,15.807
5.342,15.866
5.352,15.94
5.397,16.276
5.397,16.276
5.398,16.283
5.398,16.283
5.403,16.321
5.412,16.388
5.422,16.463
5.439,16.59
5.444,16.628
5.476,16.87
5.476,16.87
5.477,16.878
5.486,16.946
5.492,16.991
5.507,17.105
5.519,17.196
5.523,17.227
5.535,17.318
5.542,17.371
5.552,17.448
5.587,17.718
5.587,17.718
5.588,17.725
5.593,17.764
5.622,17.988
5.623,17.996
5.623,17.996
5.637,18.105
5.643,18.151
5.653,18.229
5.7,18.598
5.701,18.606
5.701,18.606
5.706,18.645
5.707,18.653
5.715,18.716
5.722,18.771
5.733,18.857
5.742,18.928
5.752,19.007
5.815,19.512
5.815,19.512
5.816,19.519
5.817,19.527
